invoice_id,erp_system,invoice_type,contract_ref,tower_ref,vendor_or_tenant,invoice_date,billing_period,invoiced_amount_usd,expected_amount_usd,payment_status,gl_account,cost_center,po_number,lease_status_at_billing,discrepancy_planted,notes
PO-INV-666809,SAP S/4HANA,AP,GL-B86AF54C,CC-TWR-207458,State DOT,2024-10-01,2024-10,1883.0,1883.0,Paid,6110-001,CC-MIDWEST,REQ-627068,Pending Renewal,,
SI-490305,Oracle Cloud ERP,AP,GL-72F34767,CC-TWR-988319,Federal Agency,2024-05-01,2024-05,1325.29,2131.65,Paid,6110-001,CC-WEST,REQ-401282,Pending Renewal,missed_escalation,
INV-292829,Oracle EBS R12,AR,TL-BF4765EF,CC-TWR-117711,AT&T,2024-05-01,2024-05,5826.63,5826.63,Pending,4210-001,CC-SOUTHEAST,PR-794181,Active,,
AP-INV-127350,Oracle EBS R12,AR,TL-6FBBF311,CC-TWR-172187,T-Mobile,2024-08-01,2024-08,4385.3,4385.3,Pending,4210-050,CC-SOUTHEAST,REQ-815859,Active,,
AP-INV-383617,SAP S/4HANA,AR,TL-DF903835,CC-TWR-952646,T-Mobile,2024-12-01,2024-12,6063.42,6063.42,Pending,4210-001,CC-NORTHEAST,REQ-649845,Active,,
PO-INV-561449,SAP S/4HANA,AP,GL-B27A76E1,CC-TWR-972565,Agricultural Land Trust,2024-06-01,2024-06,4079.57,4079.57,Cleared,6110-100,CC-SOUTHEAST,PR-675439,Active,,
INV-257474,SAP S/4HANA,AR,TL-4462ED32,CC-TWR-898169,Verizon,2024-06-01,2024-06,5248.77,5248.77,Pending,4210-050,CC-SOUTHWEST,PR-773077,Active,,
AP-INV-437341,SAP ECC 6.0,AP,GL-A46AF9E9,CC-TWR-397809,Municipality,2025-01-01,2025-01,2510.73,2510.73,Paid,6110-002,CC-MIDWEST,PR-508340,Active,,
INV-388821,Oracle EBS R12,AP,GL-667CBD55,CC-TWR-466375,Tribal Authority,2024-11-01,2024-11,7404.48,7404.48,Paid,6110-100,CC-MIDWEST,PR-789442,Active,,
INV-778102,Workday Financials,AR,TL-BE328523,CC-TWR-185544,C Spire,2024-06-01,2024-06,2871.23,2871.23,Received,4210-100,CC-NORTHEAST,PO-436777,Active,,
BILL-259733,Oracle Cloud ERP,AR,TL-1B4012A2,CC-TWR-741079,DISH Wireless,2025-03-01,2025-03,2779.05,2779.05,Partial,4210-001,CC-SOUTHEAST,PO-617978,Suspended,billing_suspended,"Outstanding balance: $1,106,629.69"
PO-INV-844505,SAP ECC 6.0,AR,TL-3B783E51,CC-TWR-941814,Verizon,2024-11-01,2024-11,3210.27,3210.27,Pending,4210-100,CC-SOUTHWEST,PO-609242,Active,,
PO-INV-931793,Oracle EBS R12,AR,TL-7605E8EF,CC-TWR-957915,T-Mobile,2024-04-01,2024-04,6174.24,6174.24,Received,4210-050,CC-WEST,REQ-703330,Active,,
AP-INV-162174,Oracle EBS R12,AR,TL-3C5D17CA,CC-TWR-992819,AT&T,2024-08-01,2024-08,8546.66,8546.66,Received,4210-100,CC-SOUTHEAST,PO-636047,Active,,
INV-477755,Oracle EBS R12,AP,GL-78EDA9A4,CC-TWR-946561,Federal Agency,2024-09-01,2024-09,1635.07,1635.07,Paid,6110-002,CC-WEST,REQ-491258,Active,,
INV-854635,SAP S/4HANA,AP,GL-3D0F781F,CC-TWR-772642,Church/Religious Org,2024-12-01,2024-12,1376.01,1376.01,Paid,6110-002,CC-SOUTHEAST,REQ-801026,Active,,
SI-611028,SAP ECC 6.0,AP,GL-B1C1F91D,CC-TWR-372427,Church/Religious Org,2024-05-01,2024-05,1180.31,1543.07,Paid,6110-100,CC-SOUTHEAST,PR-704402,Under Renegotiation,missed_escalation,
INV-766850,Oracle EBS R12,AP,GL-A64E8838,CC-TWR-133958,Municipality,2024-08-01,2024-08,2679.91,2679.91,Pending,6110-002,CC-SOUTHEAST,REQ-694922,Active,,
INV-600284,Oracle EBS R12,AR,TL-51F08B3D,CC-TWR-245308,Verizon,2024-12-01,2024-12,7550.33,7550.33,Cleared,4210-100,CC-SOUTHWEST,PR-744036,Pending Renewal,,
AP-INV-805728,SAP ECC 6.0,AP,GL-0BC8EA60,CC-TWR-711046,Tribal Authority,2025-03-01,2025-03,3026.54,3026.54,Cleared,6110-001,CC-SOUTHEAST,PR-765163,Active,,
INV-566670,SAP ECC 6.0,AR,TL-37B6920B,CC-TWR-922157,T-Mobile,2025-02-01,2025-02,3378.66,3267.56,Applied,4210-001,CC-SOUTHEAST,PO-684370,Active,over_escalation,
BILL-952334,SAP ECC 6.0,AR,TL-9D0FE0E0,CC-TWR-488571,Verizon,2024-08-01,2024-08,6543.48,6543.48,Received,4210-050,CC-SOUTHEAST,PO-785556,Active,,
SI-726000,Oracle Cloud ERP,AR,TL-FA230F46,CC-TWR-440998,T-Mobile,2024-11-01,2024-11,5198.68,5198.68,Pending,4210-001,CC-WEST,REQ-766104,Active,duplicate,
AP-INV-669511,SAP ECC 6.0,AR,TL-A372CA8D,CC-TWR-890170,AT&T,2024-12-01,2024-12,4161.84,4161.84,Received,4210-100,CC-MIDWEST,REQ-728740,Active,,
SI-698726,Oracle EBS R12,AR,TL-4757FFBC,CC-TWR-831514,Verizon,2024-06-01,2024-06,4952.52,5577.34,Cleared,4210-100,CC-MIDWEST,PO-833462,Active,missed_escalation,
PO-INV-916674,Oracle EBS R12,AR,TL-970D5390,CC-TWR-665610,T-Mobile,2024-07-01,2024-07,4914.77,4814.64,Applied,4210-100,CC-SOUTHWEST,PO-627067,Active,amount_mismatch,
SI-688367,Oracle EBS R12,AR,TL-AB9AC95F,CC-TWR-692002,T-Mobile,2025-03-01,2025-03,3572.25,3572.25,Received,4210-050,CC-SOUTHEAST,PO-727307,Active,,
AP-INV-789010,Oracle EBS R12,AR,TL-9F618690,CC-TWR-403915,AT&T,2024-10-01,2024-10,3873.3,3873.3,Pending,4210-001,CC-SOUTHEAST,PO-703247,Active,,
AP-INV-163773,Workday Financials,AR,TL-86B8DF66,CC-TWR-961957,Verizon,2024-07-01,2024-07,6397.53,6397.53,Pending,4210-001,CC-SOUTHWEST,PO-963831,Active,,
INV-214175,Workday Financials,AP,GL-3F851A29,CC-TWR-105919,Tribal Authority,2024-11-01,2024-11,1663.72,1663.72,Pending,6110-002,CC-SOUTHEAST,PO-849076,Under Renegotiation,,
PO-INV-523012,Oracle Cloud ERP,AP,GL-841B7D86,CC-TWR-550418,Federal Agency,2024-07-01,2024-07,2300.63,2300.63,Pending,6110-002,CC-SOUTHEAST,REQ-845842,Active,,
SI-335079,Workday Financials,AP,GL-B4AC723A,CC-TWR-631958,County Government,2025-01-01,2025-01,2629.9,2629.9,Paid,6110-002,CC-MIDWEST,PR-449771,Active,,
SI-368411,Oracle Cloud ERP,AP,GL-B51C7128,CC-TWR-153266,County Government,2024-07-01,2024-07,2096.18,2096.18,Paid,6110-100,CC-NORTHEAST,PO-426119,Active,,
INV-461380,SAP S/4HANA,AR,TL-48C0F7D2,CC-TWR-495533,C Spire,2024-12-01,2024-12,1489.57,1489.57,Received,6110-002,CC-WEST,PR-467743,Active,wrong_gl,
AP-INV-479196,Oracle Cloud ERP,AP,GL-C6A62E6D,CC-TWR-901676,Commercial Property Owner,2025-03-01,2025-03,2065.77,2065.77,Paid,6110-001,CC-SOUTHEAST,PR-700951,Active,,
BILL-351074,Oracle Cloud ERP,AP,GL-9CC7DA53,CC-TWR-243006,School District,2024-11-01,2024-11,2153.32,2153.32,Pending,6110-002,CC-WEST,PO-535927,Pending Renewal,,
INV-136900,SAP S/4HANA,AR,TL-61315989,CC-TWR-278852,AT&T,2024-10-01,2024-10,4011.57,4011.57,Received,4210-100,CC-NORTHEAST,REQ-501848,Active,,
PO-INV-713602,Oracle Cloud ERP,AP,GL-52A85325,CC-TWR-861319,Federal Agency,2024-06-01,2024-06,1280.29,1280.29,Paid,6110-001,CC-MIDWEST,PO-790107,Active,,
SI-604013,Workday Financials,AR,TL-A71D541A,CC-TWR-384434,AT&T,2024-07-01,2024-07,5463.76,5463.76,Received,4210-001,CC-SOUTHWEST,REQ-451055,Active,,
INV-149384,SAP S/4HANA,AR,TL-0FD4FA82,CC-TWR-183958,DISH Wireless,2024-06-01,2024-06,2093.56,2038.52,Pending,4210-100,CC-NORTHEAST,PR-762074,Terminated,over_escalation,
PO-INV-713568,SAP S/4HANA,AR,TL-B408F881,CC-TWR-359168,Verizon,2024-07-01,2024-07,5773.27,5773.27,Cleared,4210-050,CC-NORTHEAST,PO-769420,Active,,
PO-INV-865206,SAP ECC 6.0,AR,TL-A42F0172,CC-TWR-156213,AT&T,2024-11-01,2024-11,3708.49,3708.49,Cleared,4210-050,CC-SOUTHEAST,PO-961758,Active,,
BILL-514380,Oracle Cloud ERP,AP,GL-9881679D,CC-TWR-480941,School District,2024-06-01,2024-06,1804.7,1804.7,Pending,6110-100,CC-MIDWEST,PR-507017,Active,,
INV-349600,Oracle EBS R12,AR,TL-ABC362D9,CC-TWR-910075,T-Mobile,2024-07-01,2024-07,4511.84,4511.84,Cleared,4210-001,CC-WEST,PO-711918,Active,,
PO-INV-848076,Oracle Cloud ERP,AP,GL-DBC6AF0A,CC-TWR-992819,Municipality,2024-10-01,2024-10,2810.92,2810.92,Paid,6110-001,CC-SOUTHEAST,PR-496729,Active,,
PO-INV-586035,Workday Financials,AR,TL-D03A21CA,CC-TWR-921533,Verizon,2024-06-01,2024-06,3256.49,3256.49,Pending,4210-050,CC-SOUTHEAST,REQ-551348,Active,,
AP-INV-783269,SAP S/4HANA,AP,GL-6A11C221,CC-TWR-783176,Municipality,2024-04-01,2024-04,4891.93,4891.93,Paid,6110-002,CC-SOUTHEAST,PO-973380,Active,,
AP-INV-631218,Workday Financials,AR,TL-9B41EC68,CC-TWR-778636,T-Mobile,2024-12-01,2024-12,4072.22,4072.22,Received,4210-001,CC-SOUTHWEST,PO-464515,Active,,
SI-974113,Oracle EBS R12,AP,GL-F05E2D46,CC-TWR-726111,Private Individual,2024-09-01,2024-09,4705.98,4705.98,Cleared,6110-001,CC-NORTHEAST,REQ-478372,Active,,
PO-INV-787591,Workday Financials,AP,GL-1E8D17DA,CC-TWR-560398,Tribal Authority,2024-10-01,2024-10,1648.54,1648.54,Paid,4210-050,CC-NORTHEAST,PO-534192,Active,wrong_gl,
INV-331732,Oracle EBS R12,AR,TL-A5AEABAC,CC-TWR-240718,US Cellular,2024-11-01,2024-11,3341.86,3341.86,Pending,4210-100,CC-MIDWEST,PR-779887,Active,,
SI-568243,SAP ECC 6.0,AR,TL-A42F0172,CC-TWR-156213,AT&T,2024-10-01,2024-10,3708.49,3708.49,Cleared,4210-050,CC-SOUTHEAST,REQ-947178,Active,,
SI-564495,Oracle EBS R12,AR,TL-BC980FC1,CC-TWR-214975,T-Mobile,2024-07-01,2024-07,4823.21,4823.21,Pending,4210-050,CC-NORTHEAST,PR-434133,Active,,
INV-652658,Oracle Cloud ERP,AR,TL-B52D07AD,CC-TWR-770872,Verizon,2024-11-01,2024-11,5236.49,5236.49,Received,4210-001,CC-SOUTHWEST,REQ-733102,Pending Renewal,,
SI-389204,SAP ECC 6.0,AR,TL-A900D707,CC-TWR-824042,Verizon,2025-03-01,2025-03,2895.1,3339.95,Received,4210-100,CC-SOUTHWEST,REQ-476086,Pending Renewal,missed_escalation,
PO-INV-653062,Oracle EBS R12,AR,TL-29FE48F6,CC-TWR-862560,AT&T,2025-02-01,2025-02,3596.27,3596.27,Pending,4210-100,CC-SOUTHEAST,PR-851232,Active,,
SI-471270,SAP ECC 6.0,AR,TL-7010DE06,CC-TWR-583100,AT&T,2024-11-01,2024-11,3991.43,3730.44,Pending,4210-001,CC-SOUTHEAST,PO-457956,Active,amount_mismatch,
INV-756834,Oracle Cloud ERP,AP,GL-21C4F358,CC-TWR-218881,Federal Agency,2024-04-01,2024-04,3391.11,3391.11,Pending,6110-100,CC-MIDWEST,REQ-772333,Under Renegotiation,,
SI-156778,Oracle EBS R12,AR,TL-DF065B84,CC-TWR-963333,Verizon,2024-07-01,2024-07,4846.53,4846.53,Received,4210-001,CC-SOUTHEAST,REQ-420264,Active,,
BILL-672696,Oracle Cloud ERP,AR,TL-9F384719,CC-TWR-768676,AT&T,2024-05-01,2024-05,5397.24,5260.46,Received,4210-001,CC-SOUTHWEST,PO-877926,Active,over_escalation,
BILL-678965,SAP S/4HANA,AP,GL-9C0CC327,CC-TWR-322423,Federal Agency,2025-02-01,2025-02,4877.42,4735.36,Pending,6110-100,CC-SOUTHWEST,REQ-966093,Active,over_escalation,
BILL-927242,SAP S/4HANA,AP,GL-FEB0794B,CC-TWR-727094,Federal Agency,2025-03-01,2025-03,3743.14,3743.14,Pending,6110-100,CC-SOUTHWEST,PR-607699,Active,,
PO-INV-113775,SAP S/4HANA,AR,TL-F8CFB973,CC-TWR-550418,AT&T,2025-01-01,2025-01,4092.52,4092.52,Received,4210-001,CC-SOUTHEAST,PO-630942,Pending Renewal,,
AP-INV-822922,SAP S/4HANA,AR,TL-C1835A71,CC-TWR-626806,T-Mobile,2024-06-01,2024-06,3712.04,3712.04,Cleared,4210-100,CC-SOUTHEAST,PO-750857,Active,,
BILL-178870,Oracle Cloud ERP,AR,TL-D0AA0B4D,CC-TWR-253347,AT&T,2025-02-01,2025-02,3050.36,3050.36,Applied,4210-001,CC-SOUTHWEST,PO-490525,Active,,
SI-866589,SAP S/4HANA,AR,TL-BEDC2623,CC-TWR-194458,US Cellular,2024-07-01,2024-07,1962.99,1962.99,Pending,4210-001,CC-WEST,PR-614607,Active,,
PO-INV-710430,Workday Financials,AP,GL-E9B203F3,CC-TWR-251195,Tribal Authority,2024-10-01,2024-10,2293.76,2293.76,Paid,6110-100,CC-MIDWEST,REQ-735444,Active,,
BILL-227103,Workday Financials,AP,GL-175AADDA,CC-TWR-130353,State DOT,2024-08-01,2024-08,3353.19,3353.19,Paid,6110-002,CC-SOUTHEAST,PO-784411,Pending Termination,,
AP-INV-223451,SAP S/4HANA,AR,TL-BEDC2623,CC-TWR-194458,US Cellular,2025-02-01,2025-02,1962.99,1962.99,Received,4210-001,CC-WEST,PR-783458,Active,,
INV-843742,Oracle EBS R12,AR,TL-E02337BF,CC-TWR-863611,AT&T,2025-03-01,2025-03,6189.32,6189.32,Cleared,4210-100,CC-SOUTHEAST,REQ-480779,Active,,
SI-762987,SAP ECC 6.0,AR,TL-DD484D62,CC-TWR-312616,DISH Wireless,2024-04-01,2024-04,2172.72,2172.72,Past Due,4210-050,CC-SOUTHEAST,PR-647631,Suspended,billing_suspended,
AP-INV-533216,SAP ECC 6.0,AR,TL-7CDE2C7F,CC-TWR-802448,T-Mobile,2024-10-01,2024-10,2758.63,2758.63,Received,4210-100,CC-MIDWEST,PR-657692,Active,,
BILL-502986,SAP ECC 6.0,AP,GL-EDCC4D72,CC-TWR-399607,County Government,2025-01-01,2025-01,11001.81,11001.81,Paid,6110-100,CC-WEST,PR-906656,Active,,
BILL-718789,Workday Financials,AR,TL-CFE57A61,CC-TWR-959959,AT&T,2024-11-01,2024-11,4330.99,4330.99,Cleared,4210-001,CC-NORTHEAST,PR-836084,Active,,
BILL-535490,SAP ECC 6.0,AP,GL-177E7CEE,CC-TWR-387330,Commercial Property Owner,2024-08-01,2024-08,3460.66,3409.52,Paid,6110-100,CC-MIDWEST,REQ-851436,Active,over_escalation,
PO-INV-863795,SAP ECC 6.0,AP,GL-B39CC626,CC-TWR-766275,County Government,2024-10-01,2024-10,1175.2,1175.2,Paid,6110-100,CC-SOUTHEAST,REQ-913946,Active,,
BILL-807836,Workday Financials,AR,TL-566A3F5E,CC-TWR-985893,Cellco Partnership,2024-10-01,2024-10,7237.67,7237.67,Cleared,4210-050,CC-NORTHEAST,PR-832268,Active,carrier_name,
SI-450393,SAP ECC 6.0,AR,TL-266840F0,CC-TWR-753534,T-Mobile,2024-05-01,2024-05,2344.75,2344.75,Received,4210-100,CC-WEST,PO-542634,Pending Renewal,,
INV-601268,SAP S/4HANA,AP,GL-A2333F42,CC-TWR-552275,State DOT,2024-07-01,2024-07,1716.43,1716.43,Paid,6110-100,CC-NORTHEAST,PR-766621,Active,,
BILL-127480,Oracle EBS R12,AR,TL-1D352B4C,CC-TWR-226882,C Spire,2024-04-01,2024-04,4213.63,4213.63,Received,4210-001,CC-MIDWEST,REQ-624996,Active,,
BILL-111611,Oracle Cloud ERP,AP,GL-866F4296,CC-TWR-178957,Municipality,2024-07-01,2024-07,4270.86,4062.9,Paid,6110-002,CC-SOUTHEAST,PO-675408,Under Renegotiation,amount_mismatch,
PO-INV-162110,Workday Financials,AR,TL-543E2CE9,CC-TWR-237962,T-Mobile,2024-04-01,2024-04,4239.11,4239.11,Received,4210-001,CC-NORTHEAST,REQ-921419,Active,,
BILL-805725,Oracle EBS R12,AP,GL-DF34D0AF,CC-TWR-389930,Church/Religious Org,2024-06-01,2024-06,5005.49,5005.49,Cleared,6110-002,CC-SOUTHEAST,PR-544242,Active,,
SI-125757,Oracle Cloud ERP,AR,TL-B4A5BA7C,CC-TWR-959972,AT&T,2024-12-01,2024-12,3120.46,3120.46,Cleared,4210-001,CC-SOUTHEAST,REQ-616560,Amendment Pending,,
SI-597232,Workday Financials,AP,GL-6F51FC21,CC-TWR-226882,Tribal Authority,2024-04-01,2024-04,952.43,952.43,Pending,6110-002,CC-MIDWEST,PR-450888,Pending Renewal,,
BILL-136115,Workday Financials,AP,GL-E9B203F3,CC-TWR-251195,Tribal Authority,2024-07-01,2024-07,2293.76,2293.76,Pending,6110-100,CC-MIDWEST,PR-756683,Active,,
SI-872965,SAP ECC 6.0,AP,GL-6289B7BA,CC-TWR-749342,Private Individual,2024-10-01,2024-10,2957.88,2957.88,Pending,6110-001,CC-MIDWEST,PR-704298,Active,,
SI-831179,SAP S/4HANA,AP,GL-14B66DD9,CC-TWR-288783,State DOT,2025-01-01,2025-01,1753.47,1753.47,Cleared,6110-002,CC-SOUTHEAST,PR-994849,Active,,
AP-INV-338205,SAP S/4HANA,AR,TL-98F56730,CC-TWR-561477,C Spire,2024-06-01,2024-06,2593.38,2593.38,Received,4210-001,CC-NORTHEAST,PO-990185,Active,,
INV-343002,Oracle EBS R12,AR,TL-D894FE6E,CC-TWR-512040,Verizon,2025-02-01,2025-02,4909.04,4909.04,Received,4210-100,CC-NORTHEAST,PO-507644,Terminated,,
SI-430268,SAP S/4HANA,AR,TL-7541AD80,CC-TWR-755420,DISH Wireless,2024-05-01,2024-05,3619.53,3619.53,In Collections,4210-001,CC-WEST,REQ-942755,Suspended,billing_suspended,
BILL-955888,SAP ECC 6.0,AR,TL-C6E4A631,CC-TWR-296059,Verizon,2024-11-01,2024-11,2931.14,2931.14,Cleared,4210-050,CC-NORTHEAST,PO-494578,Active,,
SI-943147,Workday Financials,AR,TL-38868382,CC-TWR-619920,AT&T,2024-06-01,2024-06,4764.86,4764.86,Applied,4210-100,CC-MIDWEST,REQ-655067,Active,,
PO-INV-134683,Oracle EBS R12,AR,TL-94C77EC8,CC-TWR-130353,T-Mobile,2024-04-01,2024-04,3812.71,3812.71,Received,4210-001,CC-SOUTHEAST,REQ-869254,Active,,
SI-104383,Oracle EBS R12,AR,TL-1D352B4C,CC-TWR-226882,C Spire,2024-10-01,2024-10,4213.63,4213.63,Received,4210-001,CC-MIDWEST,REQ-558758,Active,,
SI-513448,SAP ECC 6.0,AR,TL-DD484D62,CC-TWR-312616,DISH Wireless,2025-03-01,2025-03,2172.72,2172.72,Past Due,4210-050,CC-SOUTHEAST,PO-889515,Suspended,billing_suspended,"Outstanding balance: $876,780.98"
AP-INV-384312,Workday Financials,AP,GL-E7218481,CC-TWR-839945,School District,2024-04-01,2024-04,1662.85,1637.15,Pending,6110-002,CC-MIDWEST,REQ-482956,Active,amount_mismatch,
AP-INV-118683,Workday Financials,AR,TL-D37E4ACB,CC-TWR-921533,T-Mobile,2024-09-01,2024-09,2625.96,2625.96,Received,4210-100,CC-SOUTHEAST,PO-734844,Active,,
SI-210046,Oracle Cloud ERP,AP,GL-C3B3F438,CC-TWR-959959,County Government,2024-11-01,2024-11,2447.98,2447.98,Paid,6110-002,CC-NORTHEAST,PO-428602,Active,,
PO-INV-496628,SAP S/4HANA,AR,TL-CF2B3CC2,CC-TWR-577079,T-Mobile,2024-06-01,2024-06,4127.88,4127.88,Received,4210-100,CC-SOUTHEAST,PR-786012,Active,,
AP-INV-131459,Oracle EBS R12,AR,TL-1BCBE7B8,CC-TWR-375097,T-Mobile,2024-12-01,2024-12,2069.97,2069.97,Received,4210-050,CC-MIDWEST,REQ-704510,Active,,
INV-511653,Oracle Cloud ERP,AR,TL-36DE10A3,CC-TWR-908554,AT&T,2024-10-01,2024-10,3361.23,3361.23,Received,4210-001,CC-SOUTHEAST,REQ-586161,Active,,
INV-407710,Oracle EBS R12,AR,TL-07D9AB07,CC-TWR-414546,AT&T,2024-10-01,2024-10,2085.6,2085.6,Cleared,4210-001,CC-NORTHEAST,PO-456841,Active,,
SI-148520,SAP S/4HANA,AR,TL-AD664914,CC-TWR-831514,T-Mobile,2025-03-01,2025-03,4761.38,4761.38,Received,4210-001,CC-MIDWEST,REQ-976478,Active,,
PO-INV-582564,Workday Financials,AR,TL-542FBF0F,CC-TWR-996840,Verizon,2024-07-01,2024-07,3965.05,3965.05,Received,4210-001,CC-SOUTHEAST,REQ-948986,Active,,
BILL-317970,Workday Financials,AR,TL-0F890504,CC-TWR-874524,T-Mobile,2024-09-01,2024-09,5359.1,5359.1,Pending,4210-001,CC-NORTHEAST,PO-633992,Active,,
PO-INV-825864,Workday Financials,AR,TL-866998E9,CC-TWR-568449,AT&T Mobility,2024-10-01,2024-10,2867.75,2867.75,Cleared,4210-001,CC-MIDWEST,PR-755927,Pending Renewal,carrier_name,
SI-884349,SAP ECC 6.0,AR,TL-EC9ADF33,CC-TWR-367729,Verizon,2024-07-01,2024-07,5420.2,5288.0,Applied,4210-001,CC-NORTHEAST,PO-409305,Active,over_escalation,
BILL-351463,SAP S/4HANA,AP,GL-28972837,CC-TWR-322182,County Government,2024-08-01,2024-08,3908.84,3908.84,Paid,6110-100,CC-SOUTHEAST,REQ-597118,Active,,
AP-INV-779769,SAP S/4HANA,AR,TL-423DA0E2,CC-TWR-571404,T-Mobile,2024-05-01,2024-05,3266.11,3266.11,Received,4210-001,CC-NORTHEAST,PR-642510,Active,,
INV-489317,SAP S/4HANA,AP,GL-0C5DD5A2,CC-TWR-198867,State DOT,2024-06-01,2024-06,2516.74,2516.74,Paid,6110-100,CC-NORTHEAST,REQ-566543,Active,,
PO-INV-787572,SAP ECC 6.0,AP,GL-3462363A,CC-TWR-672547,Agricultural Land Trust,2024-10-01,2024-10,6371.75,6371.75,Paid,6110-002,CC-NORTHEAST,PR-925687,Active,,
AP-INV-707257,SAP ECC 6.0,AR,TL-4F17568E,CC-TWR-660069,AT&T,2024-06-01,2024-06,3466.74,3466.74,Received,4210-050,CC-WEST,PO-681256,Active,,
BILL-146709,Oracle Cloud ERP,AR,TL-B262A3D4,CC-TWR-896456,AT&T,2025-03-01,2025-03,3051.66,3051.66,Received,4210-100,CC-WEST,PR-462234,Active,,
BILL-794291,SAP ECC 6.0,AR,TL-69FE8377,CC-TWR-990649,AT&T,2024-09-01,2024-09,4628.09,4628.09,Received,4210-001,CC-SOUTHEAST,PR-754106,Active,,
AP-INV-111273,Oracle EBS R12,AR,TL-58AF48B8,CC-TWR-480941,AT&T,2024-11-01,2024-11,3417.83,3417.83,Received,4210-001,CC-MIDWEST,PR-868412,Active,,
SI-967723,Oracle EBS R12,AR,TL-E723DFB3,CC-TWR-139807,AT&T,2024-08-01,2024-08,4196.16,4196.16,Cleared,4210-050,CC-MIDWEST,PR-512249,Pending Renewal,,
AP-INV-243413,SAP S/4HANA,AP,GL-B6CD1481,CC-TWR-472358,Commercial Property Owner,2024-11-01,2024-11,3812.03,3812.03,Paid,6110-100,CC-MIDWEST,PO-816914,Active,,
AP-INV-142026,SAP ECC 6.0,AP,GL-443CEC9D,CC-TWR-910075,Private Individual,2024-12-01,2024-12,4768.42,4768.42,Paid,6110-100,CC-WEST,PO-693346,Pending Renewal,,
AP-INV-119340,SAP S/4HANA,AR,TL-250DF96E,CC-TWR-372427,Verizon,2024-04-01,2024-04,4389.47,4389.47,Cleared,4210-100,CC-SOUTHEAST,REQ-968825,Active,,
AP-INV-118874,Oracle EBS R12,AR,TL-BC883326,CC-TWR-750810,T-Mobile,2024-10-01,2024-10,3192.41,3192.41,Applied,4210-001,CC-SOUTHEAST,REQ-764952,Amendment Pending,,
SI-169524,Oracle EBS R12,AP,GL-D5F614E7,CC-TWR-892170,Private Individual,2024-07-01,2024-07,3176.42,3435.25,Paid,6110-001,CC-WEST,PO-750664,Under Renegotiation,amount_mismatch,
INV-184860,Oracle Cloud ERP,AP,GL-09C2B82B,CC-TWR-159354,Church/Religious Org,2024-12-01,2024-12,4070.39,4070.39,Pending,6110-100,CC-NORTHEAST,PR-870331,Active,,
INV-158976,Oracle Cloud ERP,AR,TL-36DE10A3,CC-TWR-908554,AT&T,2024-09-01,2024-09,3361.23,3361.23,Received,4210-001,CC-SOUTHEAST,REQ-789651,Active,,
PO-INV-126596,Workday Financials,AP,GL-9243D895,CC-TWR-357657,State DOT,2024-08-01,2024-08,3489.81,3489.81,Paid,6110-100,CC-NORTHEAST,REQ-620861,Active,,
BILL-435111,SAP ECC 6.0,AR,TL-C6E4A631,CC-TWR-296059,Verizon,2024-08-01,2024-08,2931.14,2931.14,Pending,4210-050,CC-NORTHEAST,REQ-994285,Active,,
SI-413665,SAP ECC 6.0,AR,TL-FB3C00D3,CC-TWR-930117,Verizon,2024-08-01,2024-08,5201.27,5201.27,Received,4210-100,CC-SOUTHEAST,PO-460659,Active,,
INV-976605,Oracle Cloud ERP,AR,TL-B262A3D4,CC-TWR-896456,AT&T,2024-08-01,2024-08,3051.66,3051.66,Pending,4210-100,CC-WEST,PR-844899,Active,,
BILL-496439,Oracle EBS R12,AR,TL-BE75B5AF,CC-TWR-971482,Verizon,2024-11-01,2024-11,9215.8,9215.8,Received,4210-001,CC-SOUTHEAST,REQ-608642,Amendment Pending,,
AP-INV-221467,Oracle EBS R12,AR,TL-65451F2C,CC-TWR-965401,Verizon,2024-04-01,2024-04,2695.73,2695.73,Applied,4210-001,CC-SOUTHEAST,PO-675808,Active,,
PO-INV-459489,SAP S/4HANA,AR,TL-893C1E76,CC-TWR-207197,T-Mobile,2025-03-01,2025-03,2351.7,2351.7,Applied,4210-001,CC-SOUTHWEST,PR-656665,Active,,
SI-427498,SAP S/4HANA,AP,GL-EC343142,CC-TWR-193035,Private Individual,2024-05-01,2024-05,4386.56,4386.56,Paid,6110-002,CC-SOUTHEAST,PR-880201,Under Renegotiation,,
SI-257596,SAP S/4HANA,AR,TL-4943229E,CC-TWR-823846,US Cellular,2025-01-01,2025-01,2331.38,2331.38,Applied,4210-100,CC-SOUTHWEST,PR-599428,Active,duplicate,
INV-158489,SAP S/4HANA,AR,TL-EFE544E0,CC-TWR-108874,T-Mobile,2024-05-01,2024-05,5993.78,5993.78,Received,4210-050,CC-WEST,PO-508290,Terminated,,
BILL-458505,SAP S/4HANA,AR,TL-4D6C337A,CC-TWR-577079,T-Mobile,2024-10-01,2024-10,4757.85,4757.85,Pending,4210-050,CC-SOUTHEAST,REQ-580839,Active,,
PO-INV-882930,Oracle EBS R12,AR,TL-65451F2C,CC-TWR-965401,Verizon,2024-12-01,2024-12,2695.73,2695.73,Received,4210-001,CC-SOUTHEAST,REQ-906849,Active,,
BILL-984194,SAP S/4HANA,AR,TL-9ADE17D3,CC-TWR-493663,Verizon,2024-12-01,2024-12,3033.85,3033.85,Received,4210-001,CC-SOUTHEAST,PO-856581,Pending Renewal,,
