access_id,tower_id,access_date,carrier,contractor,purpose,duration_hours,has_matching_mod_application,discrepancy_type,notes
ACC-693297-20250226-4,CC-TWR-693297,2025-02-26,Verizon,Black & Veatch,Emergency Repair,5.5,False,none,
ACC-693297-20240830-5,CC-TWR-693297,2024-08-30,Verizon,Unknown,Generator Service,10.8,False,none,
ACC-693297-20250226-6,CC-TWR-693297,2025-02-26,Verizon,Vertical Bridge Services,Emergency Repair,3.5,False,none,
ACC-693297-20240728-7,CC-TWR-693297,2024-07-28,Verizon,Unknown,Unknown,9.1,False,unauthorized_access,"Unidentified access — no work order, contractor, or appointment found"
ACC-693297-20240901-8,CC-TWR-693297,2024-09-01,Verizon,SAI Group,Emergency Repair,4.5,False,none,
ACC-584714-20240907-1,CC-TWR-584714,2024-09-07,US Cellular,MasTec,Routine Maintenance,3.0,False,none,
ACC-584714-20250208-2,CC-TWR-584714,2025-02-08,US Cellular,SAI Group,Routine Maintenance,11.8,False,none,
ACC-488539-20240813-1,CC-TWR-488539,2024-08-13,Verizon,SAI Group,Generator Service,11.3,False,none,
ACC-488539-20241023-2,CC-TWR-488539,2024-10-23,AT&T,Summit Field Ops,Emergency Repair,2.2,False,none,
ACC-488539-20241230-3,CC-TWR-488539,2024-12-30,Verizon,Black & Veatch,Equipment Install,5.6,False,no_approved_mod,Site access for equipment work but no approved modification application on file
ACC-488539-20240812-4,CC-TWR-488539,2024-08-12,Verizon,Vertical Bridge Services,Antenna Swap,4.7,False,none,
ACC-488539-20241113-5,CC-TWR-488539,2024-11-13,Verizon,Unknown,Antenna Swap,5.0,False,none,
ACC-488539-20240928-6,CC-TWR-488539,2024-09-28,AT&T,CommScope Install,Emergency Repair,7.0,False,none,
ACC-488539-20250219-7,CC-TWR-488539,2025-02-19,Verizon,MasTec,Routine Maintenance,3.3,False,none,
ACC-214119-20240707-1,CC-TWR-214119,2024-07-07,T-Mobile,Vertical Bridge Services,Equipment Install,9.7,False,none,
ACC-214119-20240607-2,CC-TWR-214119,2024-06-07,T-Mobile,CommScope Install,Antenna Swap,6.3,False,none,
ACC-214119-20240805-3,CC-TWR-214119,2024-08-05,T-Mobile,MasTec,Decommission,11.3,False,none,
ACC-214119-20240719-4,CC-TWR-214119,2024-07-19,T-Mobile,Black & Veatch,Emergency Repair,7.1,False,none,
ACC-214119-20241206-5,CC-TWR-214119,2024-12-06,T-Mobile,Unknown,Decommission,1.1,False,none,
ACC-251716-20240601-1,CC-TWR-251716,2024-06-01,Verizon,Black & Veatch,Decommission,6.9,False,none,
ACC-251716-20240813-2,CC-TWR-251716,2024-08-13,Verizon,Vertical Bridge Services,Generator Service,11.9,False,none,
ACC-251716-20241006-3,CC-TWR-251716,2024-10-06,Verizon,MasTec,Generator Service,3.9,False,none,
ACC-251716-20240629-4,CC-TWR-251716,2024-06-29,Verizon,SAI Group,Emergency Repair,1.6,False,none,
ACC-251716-20240914-5,CC-TWR-251716,2024-09-14,Verizon,Unknown,Equipment Install,7.7,False,none,
ACC-251716-20240826-6,CC-TWR-251716,2024-08-26,Verizon,Unknown,Generator Service,3.6,False,none,
ACC-741390-20240823-1,CC-TWR-741390,2024-08-23,Verizon,Unknown,Emergency Repair,8.5,False,none,
ACC-741390-20240618-2,CC-TWR-741390,2024-06-18,Verizon,Nokia Deployment,Routine Maintenance,1.2,False,none,
ACC-741390-20240806-3,CC-TWR-741390,2024-08-06,Verizon,Unknown,Decommission,7.0,False,none,
ACC-741390-20241105-4,CC-TWR-741390,2024-11-05,Verizon,Summit Field Ops,Antenna Swap,3.2,False,none,
ACC-741390-20240818-5,CC-TWR-741390,2024-08-18,Verizon,MasTec,Generator Service,3.8,False,none,
ACC-741390-20240816-6,CC-TWR-741390,2024-08-16,Verizon,CommScope Install,Equipment Install,9.5,False,none,
ACC-741390-20250113-7,CC-TWR-741390,2025-01-13,Verizon,CommScope Install,Equipment Install,2.9,False,none,
ACC-802448-20241027-1,CC-TWR-802448,2024-10-27,AT&T,Nokia Deployment,Emergency Repair,7.3,False,none,
ACC-802448-20240621-2,CC-TWR-802448,2024-06-21,AT&T,MasTec,Routine Maintenance,7.7,False,none,
ACC-512040-20250128-1,CC-TWR-512040,2025-01-28,Verizon,Unknown,Routine Maintenance,6.7,False,none,
ACC-512040-20250225-2,CC-TWR-512040,2025-02-25,Verizon,CommScope Install,Inspection,8.6,False,none,
ACC-512040-20241010-3,CC-TWR-512040,2024-10-10,Verizon,Ericsson Services,Routine Maintenance,11.3,False,none,
ACC-512040-20241221-4,CC-TWR-512040,2024-12-21,Verizon,CommScope Install,Routine Maintenance,4.6,False,none,
ACC-512040-20240823-5,CC-TWR-512040,2024-08-23,Verizon,Nokia Deployment,Routine Maintenance,4.7,False,none,
ACC-792282-20250214-1,CC-TWR-792282,2025-02-14,T-Mobile,SAI Group,Routine Maintenance,2.8,False,none,
ACC-792282-20241219-2,CC-TWR-792282,2024-12-19,T-Mobile,Nokia Deployment,Antenna Swap,6.7,False,none,
ACC-792282-20240623-3,CC-TWR-792282,2024-06-23,T-Mobile,CommScope Install,Antenna Swap,3.7,False,no_approved_mod,Site access for equipment work but no approved modification application on file
ACC-792282-20241117-4,CC-TWR-792282,2024-11-17,T-Mobile,SAI Group,Generator Service,1.5,False,none,
ACC-595036-20240914-1,CC-TWR-595036,2024-09-14,US Cellular,SAI Group,Antenna Swap,4.8,False,none,
ACC-595036-20240917-2,CC-TWR-595036,2024-09-17,US Cellular,Unknown,Antenna Swap,9.3,False,no_approved_mod,Site access for equipment work but no approved modification application on file
ACC-595036-20241008-3,CC-TWR-595036,2024-10-08,US Cellular,CommScope Install,Inspection,5.8,False,none,
ACC-595036-20250224-4,CC-TWR-595036,2025-02-24,US Cellular,Vertical Bridge Services,Decommission,1.0,False,none,
ACC-595036-20241008-5,CC-TWR-595036,2024-10-08,US Cellular,MasTec,Decommission,5.1,False,none,
ACC-595036-20241013-6,CC-TWR-595036,2024-10-13,US Cellular,MasTec,Generator Service,10.2,False,none,
ACC-595036-20240822-7,CC-TWR-595036,2024-08-22,US Cellular,Black & Veatch,Antenna Swap,3.0,False,none,
ACC-272529-20250224-1,CC-TWR-272529,2025-02-24,T-Mobile,Ericsson Services,Emergency Repair,5.8,False,none,
ACC-272529-20240924-2,CC-TWR-272529,2024-09-24,Verizon,Ericsson Services,Emergency Repair,1.1,False,none,
ACC-272529-20250125-3,CC-TWR-272529,2025-01-25,Verizon,Black & Veatch,Routine Maintenance,6.6,False,none,
ACC-272529-20240806-4,CC-TWR-272529,2024-08-06,T-Mobile,Summit Field Ops,Inspection,4.3,False,none,
ACC-272529-20240928-5,CC-TWR-272529,2024-09-28,T-Mobile,Summit Field Ops,Routine Maintenance,9.1,False,none,
ACC-954441-20240924-1,CC-TWR-954441,2024-09-24,AT&T,MasTec,Generator Service,11.7,False,none,
ACC-954441-20241017-2,CC-TWR-954441,2024-10-17,AT&T,Summit Field Ops,Inspection,1.6,False,none,
ACC-906325-20240612-1,CC-TWR-906325,2024-06-12,AT&T,MasTec,Decommission,4.1,False,none,
ACC-906325-20241017-2,CC-TWR-906325,2024-10-17,AT&T,Summit Field Ops,Equipment Install,2.8,False,none,
ACC-906325-20241125-3,CC-TWR-906325,2024-11-25,AT&T,Summit Field Ops,Routine Maintenance,2.9,False,none,
ACC-906325-20240809-4,CC-TWR-906325,2024-08-09,AT&T,SAI Group,Inspection,2.9,False,none,
ACC-906325-20241224-5,CC-TWR-906325,2024-12-24,AT&T,MasTec,Inspection,3.0,False,none,
ACC-500209-20240926-1,CC-TWR-500209,2024-09-26,AT&T,MasTec,Inspection,8.8,False,none,
ACC-500209-20241026-2,CC-TWR-500209,2024-10-26,AT&T,MasTec,Equipment Install,3.1,False,none,
ACC-500209-20240816-3,CC-TWR-500209,2024-08-16,AT&T,MasTec,Antenna Swap,10.8,False,none,
ACC-500209-20240928-4,CC-TWR-500209,2024-09-28,AT&T,Vertical Bridge Services,Antenna Swap,11.0,False,none,
ACC-500209-20240609-5,CC-TWR-500209,2024-06-09,AT&T,Ericsson Services,Emergency Repair,9.5,False,none,
ACC-500209-20240805-6,CC-TWR-500209,2024-08-05,AT&T,SAI Group,Generator Service,2.3,False,none,
ACC-500209-20250102-7,CC-TWR-500209,2025-01-02,AT&T,Vertical Bridge Services,Emergency Repair,10.0,False,none,
ACC-499974-20240901-1,CC-TWR-499974,2024-09-01,AT&T,Unknown,Generator Service,6.0,False,none,
ACC-499974-20241020-2,CC-TWR-499974,2024-10-20,T-Mobile,Unknown,Antenna Swap,7.8,False,no_approved_mod,Site access for equipment work but no approved modification application on file
ACC-499974-20240802-3,CC-TWR-499974,2024-08-02,AT&T,Summit Field Ops,Antenna Swap,9.0,False,no_approved_mod,Site access for equipment work but no approved modification application on file
ACC-499974-20241001-4,CC-TWR-499974,2024-10-01,T-Mobile,SAI Group,Equipment Install,3.5,False,none,
ACC-761532-20240807-1,CC-TWR-761532,2024-08-07,AT&T,Unknown,Antenna Swap,10.6,False,none,
ACC-761532-20250205-2,CC-TWR-761532,2025-02-05,AT&T,CommScope Install,Inspection,10.4,False,none,
ACC-761532-20240802-3,CC-TWR-761532,2024-08-02,C Spire,Nokia Deployment,Generator Service,1.1,False,none,
ACC-761532-20240831-4,CC-TWR-761532,2024-08-31,C Spire,Summit Field Ops,Routine Maintenance,8.1,False,none,
ACC-952646-20250112-1,CC-TWR-952646,2025-01-12,T-Mobile,MasTec,Inspection,11.5,False,none,
ACC-952646-20240930-2,CC-TWR-952646,2024-09-30,T-Mobile,Black & Veatch,Decommission,2.7,False,none,
ACC-952646-20241129-3,CC-TWR-952646,2024-11-29,T-Mobile,Unknown,Unknown,7.1,False,unauthorized_access,"Unidentified access — no work order, contractor, or appointment found"
ACC-952646-20240723-4,CC-TWR-952646,2024-07-23,T-Mobile,CommScope Install,Generator Service,10.6,False,none,
ACC-952646-20240704-5,CC-TWR-952646,2024-07-04,T-Mobile,CommScope Install,Generator Service,1.7,False,none,
ACC-952646-20241028-6,CC-TWR-952646,2024-10-28,T-Mobile,Ericsson Services,Antenna Swap,3.7,False,no_approved_mod,Site access for equipment work but no approved modification application on file
ACC-628689-20241008-1,CC-TWR-628689,2024-10-08,AT&T,Unknown,Routine Maintenance,8.1,False,none,
ACC-628689-20240601-2,CC-TWR-628689,2024-06-01,AT&T,Ericsson Services,Inspection,2.9,False,none,
ACC-628689-20250120-3,CC-TWR-628689,2025-01-20,AT&T,Black & Veatch,Equipment Install,8.3,False,none,
ACC-628689-20250130-4,CC-TWR-628689,2025-01-30,AT&T,Summit Field Ops,Routine Maintenance,9.7,False,none,
ACC-992819-20241130-1,CC-TWR-992819,2024-11-30,T-Mobile,CommScope Install,Routine Maintenance,9.3,False,none,
ACC-992819-20250129-2,CC-TWR-992819,2025-01-29,AT&T,CommScope Install,Inspection,2.5,False,none,
ACC-992819-20241222-3,CC-TWR-992819,2024-12-22,T-Mobile,Unknown,Unknown,9.7,False,unauthorized_access,"Unidentified access — no work order, contractor, or appointment found"
ACC-992819-20241010-4,CC-TWR-992819,2024-10-10,T-Mobile,MasTec,Equipment Install,10.0,False,no_approved_mod,Site access for equipment work but no approved modification application on file
ACC-992819-20250122-5,CC-TWR-992819,2025-01-22,T-Mobile,Vertical Bridge Services,Generator Service,2.9,False,none,
ACC-992819-20241202-6,CC-TWR-992819,2024-12-02,AT&T,SAI Group,Decommission,4.2,False,none,
ACC-675512-20241219-1,CC-TWR-675512,2024-12-19,Verizon,Vertical Bridge Services,Generator Service,4.0,False,none,
ACC-675512-20240712-2,CC-TWR-675512,2024-07-12,Verizon,Summit Field Ops,Generator Service,1.2,False,none,
ACC-675512-20241014-3,CC-TWR-675512,2024-10-14,Verizon,Unknown,Unknown,9.0,False,unauthorized_access,"Unidentified access — no work order, contractor, or appointment found"
ACC-675512-20241227-4,CC-TWR-675512,2024-12-27,AT&T,MasTec,Equipment Install,1.6,False,no_approved_mod,Site access for equipment work but no approved modification application on file
ACC-675512-20240818-5,CC-TWR-675512,2024-08-18,AT&T,Vertical Bridge Services,Decommission,8.6,False,none,
ACC-675512-20241212-6,CC-TWR-675512,2024-12-12,AT&T,Nokia Deployment,Decommission,8.3,False,none,
ACC-675512-20241218-7,CC-TWR-675512,2024-12-18,AT&T,Summit Field Ops,Emergency Repair,9.8,False,none,
ACC-967823-20240708-1,CC-TWR-967823,2024-07-08,AT&T,Nokia Deployment,Antenna Swap,9.9,False,none,
ACC-967823-20250205-2,CC-TWR-967823,2025-02-05,AT&T,SAI Group,Decommission,3.7,False,none,
ACC-967823-20241108-3,CC-TWR-967823,2024-11-08,US Cellular,Summit Field Ops,Inspection,10.3,False,none,
ACC-967823-20240929-4,CC-TWR-967823,2024-09-29,AT&T,Summit Field Ops,Emergency Repair,5.6,False,none,
ACC-967823-20241202-5,CC-TWR-967823,2024-12-02,US Cellular,Vertical Bridge Services,Antenna Swap,12.0,False,none,
ACC-360909-20241213-1,CC-TWR-360909,2024-12-13,T-Mobile,Ericsson Services,Routine Maintenance,4.8,False,none,
ACC-360909-20250113-2,CC-TWR-360909,2025-01-13,AT&T,Ericsson Services,Inspection,4.7,False,none,
ACC-360909-20250224-3,CC-TWR-360909,2025-02-24,T-Mobile,Summit Field Ops,Equipment Install,2.0,False,no_approved_mod,Site access for equipment work but no approved modification application on file
ACC-360909-20240607-4,CC-TWR-360909,2024-06-07,T-Mobile,CommScope Install,Inspection,11.8,True,none,
ACC-781113-20240817-1,CC-TWR-781113,2024-08-17,AT&T,SAI Group,Generator Service,7.4,False,none,
ACC-781113-20250120-2,CC-TWR-781113,2025-01-20,AT&T,Black & Veatch,Emergency Repair,9.6,False,none,
ACC-781113-20240621-3,CC-TWR-781113,2024-06-21,AT&T,Ericsson Services,Inspection,2.5,False,none,
ACC-143195-20240907-1,CC-TWR-143195,2024-09-07,Verizon,CommScope Install,Equipment Install,4.6,False,none,
ACC-143195-20240920-2,CC-TWR-143195,2024-09-20,AT&T,MasTec,Decommission,9.0,False,none,
ACC-143195-20241020-3,CC-TWR-143195,2024-10-20,Verizon,CommScope Install,Routine Maintenance,10.3,False,none,
ACC-143802-20240926-1,CC-TWR-143802,2024-09-26,DISH Wireless,MasTec,Emergency Repair,3.2,False,none,
ACC-143802-20241123-2,CC-TWR-143802,2024-11-23,DISH Wireless,Ericsson Services,Decommission,5.0,False,none,
ACC-143802-20241223-3,CC-TWR-143802,2024-12-23,DISH Wireless,SAI Group,Generator Service,8.3,False,none,
ACC-143802-20241225-4,CC-TWR-143802,2024-12-25,DISH Wireless,Nokia Deployment,Inspection,5.7,False,none,
ACC-143802-20240708-5,CC-TWR-143802,2024-07-08,DISH Wireless,Vertical Bridge Services,Inspection,2.8,False,none,
ACC-143802-20240606-6,CC-TWR-143802,2024-06-06,DISH Wireless,MasTec,Emergency Repair,7.9,False,none,
ACC-749887-20240717-1,CC-TWR-749887,2024-07-17,AT&T,CommScope Install,Routine Maintenance,8.9,False,none,
ACC-749887-20250127-2,CC-TWR-749887,2025-01-27,AT&T,MasTec,Inspection,6.6,False,none,
ACC-749887-20240730-3,CC-TWR-749887,2024-07-30,AT&T,CommScope Install,Decommission,2.9,False,none,
ACC-749887-20250208-4,CC-TWR-749887,2025-02-08,AT&T,Summit Field Ops,Decommission,10.3,False,none,
ACC-749887-20241122-5,CC-TWR-749887,2024-11-22,AT&T,Ericsson Services,Generator Service,3.1,False,none,
ACC-726822-20240723-1,CC-TWR-726822,2024-07-23,T-Mobile,Black & Veatch,Equipment Install,3.5,False,none,
ACC-726822-20241117-2,CC-TWR-726822,2024-11-17,T-Mobile,SAI Group,Inspection,6.8,False,none,
ACC-726822-20241106-3,CC-TWR-726822,2024-11-06,T-Mobile,Unknown,Antenna Swap,4.6,False,none,
ACC-726822-20241103-4,CC-TWR-726822,2024-11-03,T-Mobile,Ericsson Services,Antenna Swap,3.2,False,none,
ACC-726822-20241121-5,CC-TWR-726822,2024-11-21,T-Mobile,Ericsson Services,Generator Service,3.4,False,none,
ACC-726822-20250207-6,CC-TWR-726822,2025-02-07,T-Mobile,Ericsson Services,Equipment Install,3.3,False,none,
ACC-726822-20240920-7,CC-TWR-726822,2024-09-20,T-Mobile,Unknown,Unknown,4.6,False,unauthorized_access,"Unidentified access — no work order, contractor, or appointment found"
ACC-726822-20241212-8,CC-TWR-726822,2024-12-12,T-Mobile,Summit Field Ops,Antenna Swap,1.7,False,no_approved_mod,Site access for equipment work but no approved modification application on file
ACC-577079-20240806-1,CC-TWR-577079,2024-08-06,T-Mobile,CommScope Install,Equipment Install,8.1,False,none,
ACC-577079-20241008-2,CC-TWR-577079,2024-10-08,T-Mobile,CommScope Install,Generator Service,11.9,False,none,
ACC-577079-20240816-3,CC-TWR-577079,2024-08-16,T-Mobile,Vertical Bridge Services,Inspection,5.9,False,none,
ACC-865470-20240601-1,CC-TWR-865470,2024-06-01,Verizon,Black & Veatch,Routine Maintenance,7.8,False,none,
ACC-865470-20241116-2,CC-TWR-865470,2024-11-16,US Cellular,Black & Veatch,Inspection,10.5,False,none,
ACC-865470-20241015-3,CC-TWR-865470,2024-10-15,US Cellular,Unknown,Emergency Repair,1.6,False,none,
ACC-865470-20240625-4,CC-TWR-865470,2024-06-25,Verizon,Unknown,Generator Service,2.8,False,none,
ACC-660069-20240825-1,CC-TWR-660069,2024-08-25,AT&T,Ericsson Services,Generator Service,3.6,False,none,
ACC-660069-20250119-2,CC-TWR-660069,2025-01-19,AT&T,Unknown,Unknown,11.5,False,unauthorized_access,"Unidentified access — no work order, contractor, or appointment found"
ACC-660069-20250208-3,CC-TWR-660069,2025-02-08,AT&T,Summit Field Ops,Decommission,9.8,False,none,
ACC-660069-20240604-4,CC-TWR-660069,2024-06-04,AT&T,MasTec,Decommission,11.7,True,none,
ACC-660069-20240816-5,CC-TWR-660069,2024-08-16,AT&T,MasTec,Routine Maintenance,11.3,False,none,
ACC-660069-20240727-6,CC-TWR-660069,2024-07-27,AT&T,Unknown,Inspection,9.3,False,none,
ACC-660069-20241016-7,CC-TWR-660069,2024-10-16,AT&T,Unknown,Unknown,6.6,False,unauthorized_access,"Unidentified access — no work order, contractor, or appointment found"
ACC-901676-20240719-1,CC-TWR-901676,2024-07-19,Verizon,SAI Group,Inspection,11.0,False,none,
ACC-901676-20240722-2,CC-TWR-901676,2024-07-22,Verizon,Unknown,Unknown,2.7,False,unauthorized_access,"Unidentified access — no work order, contractor, or appointment found"
ACC-901676-20240628-3,CC-TWR-901676,2024-06-28,Verizon,SAI Group,Generator Service,5.1,False,none,
ACC-901676-20240828-4,CC-TWR-901676,2024-08-28,Verizon,Black & Veatch,Antenna Swap,4.4,False,none,
ACC-579798-20240729-1,CC-TWR-579798,2024-07-29,AT&T,Ericsson Services,Decommission,6.1,False,none,
ACC-579798-20250214-2,CC-TWR-579798,2025-02-14,AT&T,SAI Group,Equipment Install,4.6,False,none,
ACC-579798-20240924-3,CC-TWR-579798,2024-09-24,AT&T,Unknown,Inspection,5.8,False,none,
ACC-579798-20241126-4,CC-TWR-579798,2024-11-26,AT&T,CommScope Install,Emergency Repair,6.4,False,none,
ACC-579798-20240902-5,CC-TWR-579798,2024-09-02,AT&T,CommScope Install,Emergency Repair,7.3,False,none,
ACC-501936-20241102-1,CC-TWR-501936,2024-11-02,T-Mobile,SAI Group,Antenna Swap,8.6,False,none,
ACC-501936-20250127-2,CC-TWR-501936,2025-01-27,T-Mobile,Black & Veatch,Generator Service,2.2,False,none,
ACC-501936-20241111-3,CC-TWR-501936,2024-11-11,T-Mobile,Summit Field Ops,Generator Service,8.4,False,none,
ACC-501936-20240602-4,CC-TWR-501936,2024-06-02,T-Mobile,SAI Group,Routine Maintenance,2.2,False,none,
ACC-874568-20250130-1,CC-TWR-874568,2025-01-30,AT&T,MasTec,Decommission,8.2,False,none,
ACC-874568-20241024-2,CC-TWR-874568,2024-10-24,AT&T,Vertical Bridge Services,Decommission,10.1,False,none,
ACC-874568-20240909-3,CC-TWR-874568,2024-09-09,AT&T,Summit Field Ops,Generator Service,10.2,False,none,
ACC-874568-20240918-4,CC-TWR-874568,2024-09-18,AT&T,Vertical Bridge Services,Inspection,8.5,False,none,
ACC-874568-20240701-5,CC-TWR-874568,2024-07-01,AT&T,CommScope Install,Antenna Swap,4.4,False,none,
ACC-874568-20250125-6,CC-TWR-874568,2025-01-25,AT&T,Vertical Bridge Services,Equipment Install,11.7,False,none,
ACC-367729-20240802-1,CC-TWR-367729,2024-08-02,Verizon,Unknown,Routine Maintenance,1.0,False,none,
ACC-367729-20240923-2,CC-TWR-367729,2024-09-23,Verizon,CommScope Install,Antenna Swap,1.6,False,none,
ACC-367729-20240728-3,CC-TWR-367729,2024-07-28,Verizon,MasTec,Inspection,3.4,False,none,
ACC-367729-20240814-4,CC-TWR-367729,2024-08-14,Verizon,Unknown,Unknown,3.3,False,unauthorized_access,"Unidentified access — no work order, contractor, or appointment found"
ACC-367729-20250103-5,CC-TWR-367729,2025-01-03,Verizon,MasTec,Equipment Install,2.7,False,none,
ACC-571404-20240816-1,CC-TWR-571404,2024-08-16,AT&T,Nokia Deployment,Emergency Repair,5.1,False,none,
ACC-571404-20240612-2,CC-TWR-571404,2024-06-12,T-Mobile,Summit Field Ops,Equipment Install,1.7,False,no_approved_mod,Site access for equipment work but no approved modification application on file
ACC-571404-20241227-3,CC-TWR-571404,2024-12-27,US Cellular,Black & Veatch,Equipment Install,10.7,False,none,
ACC-571404-20240902-4,CC-TWR-571404,2024-09-02,AT&T,Summit Field Ops,Equipment Install,10.5,False,none,
ACC-571404-20240707-5,CC-TWR-571404,2024-07-07,AT&T,Ericsson Services,Equipment Install,8.5,False,no_approved_mod,Site access for equipment work but no approved modification application on file
